Id,employee_id,employeeNo,name,gender,contactNo,email,empStatus,designation,departments,grade,increment,scale,basic,account_number,e_tin,chargeAllw,telephoneAllwance,AdditionalDesignation,dearnessAllw,houseAllw,medicalAllw,educationAllw,festivalAllw,researchAllw,newBdYrAllw,recreationAllw,otherAllw,gpf,gpfInstallment,houseDed,benevolentFund,insurance,electricity,hrdExtra,clubSubscription,assoSubscription,transportBill,telephoneBill,pensionFund,fishBill,incomeTax,donation,guestHouseRent,houseLoanInstallment_1,houseLoanInstallment_2,houseLoanInstallment_3,salaryAdjustment,revenue,otherDed,month,year
92,19,EMP00019,Employee 19,0,0198940734221,employee19@example.com,1,Assistant Professor,Mechanical Engineering,1,4,64597,60821,2000676392450,749218703,470,440,,970,1035,329,735,783,967,357,459,407,667,372,7,121,347,163,89,135,185,177,27,219,40,4835,191,410,501,958,1168,200,928,211,2,2025
93,19,EMP00019,Employee 19,0,0198940734221,employee19@example.com,1,Assistant Professor,Mechanical Engineering,1,4,64597,60821,2000676392450,749218703,470,440,,970,1035,329,735,783,967,357,459,407,667,372,7,121,347,163,89,135,185,177,27,219,40,4835,191,410,501,958,1168,200,928,211,3,2025
94,19,EMP00019,Employee 19,0,0198940734221,employee19@example.com,1,Assistant Professor,Mechanical Engineering,1,4,64597,60821,2000676392450,749218703,470,440,,970,1035,329,735,783,967,357,459,407,667,372,7,121,347,163,89,135,185,177,27,219,40,4835,191,410,501,958,1168,200,928,211,4,2025
95,19,EMP00019,Employee 19,0,0198940734221,employee19@example.com,1,Assistant Professor,Mechanical Engineering,1,4,64597,60821,2000676392450,749218703,470,440,,970,1035,329,735,783,967,357,459,407,667,372,7,121,347,163,89,135,185,177,27,219,40,4835,191,410,501,958,1168,200,928,211,5,2025
96,20,EMP00020,Employee 20,0,0198791177005,employee20@example.com,1,Assistant Professor,Computer Science and Engineering,6,1,76178,69407,2000448590788,587114542,1944,449,,9,2871,797,241,250,876,4,118,288,373,64,145,223,238,176,10,84,25,62,216,282,48,4000,97,104,1122,510,384,404,822,5,1,2025
97,20,EMP00020,Employee 20,0,0198791177005,employee20@example.com,1,Assistant Professor,Computer Science and Engineering,6,1,76178,69407,2000448590788,587114542,1944,449,,9,2871,797,241,250,876,4,118,288,373,64,145,223,238,176,10,84,25,62,216,282,48,4000,97,104,1122,510,384,404,822,5,2,2025
98,20,EMP00020,Employee 20,0,0198791177005,employee20@example.com,1,Assistant Professor,Computer Science and Engineering,6,1,76178,69407,2000448590788,587114542,1944,449,,9,2871,797,241,250,876,4,118,288,373,64,145,223,238,176,10,84,25,62,216,282,48,4000,97,104,1122,510,384,404,822,5,3,2025
99,20,EMP00020,Employee 20,0,0198791177005,employee20@example.com,1,Assistant Professor,Computer Science and Engineering,6,1,76178,69407,2000448590788,587114542,1944,449,,9,2871,797,241,250,876,4,118,288,373,64,145,223,238,176,10,84,25,62,216,282,48,4000,97,104,1122,510,384,404,822,5,4,2025
100,20,EMP00020,Employee 20,0,0198791177005,employee20@example.com,1,Assistant Professor,Computer Science and Engineering,6,1,76178,69407,2000448590788,587114542,1944,449,,9,2871,797,241,250,876,4,118,288,373,64,145,223,238,176,10,84,25,62,216,282,48,4000,97,104,1122,510,384,404,822,5,5,2025
101,21,EMP00021,Employee 21,0,0198800791554,employee21@example.com,1,Assistant Professor,Civil Engineering,7,4,23636,30916,2000130413513,527982281,4178,144,,1108,2504,877,0,50,684,716,259,445,448,880,487,287,33,91,94,71,38,153,249,161,53,2165,258,378,1329,267,1984,53,235,388,1,2025
102,21,EMP00021,Employee 21,0,0198800791554,employee21@example.com,1,Assistant Professor,Civil Engineering,7,4,23636,30916,2000130413513,527982281,4178,144,,1108,2504,877,0,50,684,716,259,445,448,880,487,287,33,91,94,71,38,153,249,161,53,2165,258,378,1329,267,1984,53,235,388,2,2025
103,21,EMP00021,Employee 21,0,0198800791554,employee21@example.com,1,Assistant Professor,Civil Engineering,7,4,23636,30916,2000130413513,527982281,4178,144,,1108,2504,877,0,50,684,716,259,445,448,880,487,287,33,91,94,71,38,153,249,161,53,2165,258,378,1329,267,1984,53,235,388,3,2025
104,21,EMP00021,Employee 21,0,0198800791554,employee21@example.com,1,Assistant Professor,Civil Engineering,7,4,23636,30916,2000130413513,527982281,4178,144,,1108,2504,877,0,50,684,716,259,445,448,880,487,287,33,91,94,71,38,153,249,161,53,2165,258,378,1329,267,1984,53,235,388,4,2025
105,21,EMP00021,Employee 21,0,0198800791554,employee21@example.com,1,Assistant Professor,Civil Engineering,7,4,23636,30916,2000130413513,527982281,4178,144,,1108,2504,877,0,50,684,716,259,445,448,880,487,287,33,91,94,71,38,153,249,161,53,2165,258,378,1329,267,1984,53,235,388,5,2025
106,22,EMP00022,Employee 22,0,0198759203896,employee22@example.com,1,Lecturer,Electrical and Electronic Engineering,7,4,59764,32173,2000976515905,336415050,4530,102,,1445,763,737,805,305,97,849,285,334,2906,434,446,481,307,165,78,29,105,50,80,132,28,137,183,400,1353,784,1531,851,983,68,1,2025
107,22,EMP00022,Employee 22,0,0198759203896,employee22@example.com,1,Lecturer,Electrical and Electronic Engineering,7,4,59764,32173,2000976515905,336415050,4530,102,,1445,763,737,805,305,97,849,285,334,2906,434,446,481,307,165,78,29,105,50,80,132,28,137,183,400,1353,784,1531,851,983,68,2,2025
108,22,EMP00022,Employee 22,0,0198759203896,employee22@example.com,1,Lecturer,Electrical and Electronic Engineering,7,4,59764,32173,2000976515905,336415050,4530,102,,1445,763,737,805,305,97,849,285,334,2906,434,446,481,307,165,78,29,105,50,80,132,28,137,183,400,1353,784,1531,851,983,68,3,2025
109,22,EMP00022,Employee 22,0,0198759203896,employee22@example.com,1,Lecturer,Electrical and Electronic Engineering,7,4,59764,32173,2000976515905,336415050,4530,102,,1445,763,737,805,305,97,849,285,334,2906,434,446,481,307,165,78,29,105,50,80,132,28,137,183,400,1353,784,1531,851,983,68,4,2025
110,22,EMP00022,Employee 22,0,0198759203896,employee22@example.com,1,Lecturer,Electrical and Electronic Engineering,7,4,59764,32173,2000976515905,336415050,4530,102,,1445,763,737,805,305,97,849,285,334,2906,434,446,481,307,165,78,29,105,50,80,132,28,137,183,400,1353,784,1531,851,983,68,5,2025
111,23,EMP00023,Employee 23,0,0198518387393,employee23@example.com,1,Lecturer,Electrical and Electronic Engineering,3,8,44214,60118,2000464067663,752417118,3445,399,,1543,899,359,899,695,280,194,351,194,666,92,159,433,60,121,50,146,20,4,91,169,60,523,345,45,545,1968,1101,729,812,410,1,2025
112,23,EMP00023,Employee 23,0,0198518387393,employee23@example.com,1,Lecturer,Electrical and Electronic Engineering,3,8,44214,60118,2000464067663,752417118,3445,399,,1543,899,359,899,695,280,194,351,194,666,92,159,433,60,121,50,146,20,4,91,169,60,523,345,45,545,1968,1101,729,812,410,2,2025
113,23,EMP00023,Employee 23,0,0198518387393,employee23@example.com,1,Lecturer,Electrical and Electronic Engineering,3,8,44214,60118,2000464067663,752417118,3445,399,,1543,899,359,899,695,280,194,351,194,666,92,159,433,60,121,50,146,20,4,91,169,60,523,345,45,545,1968,1101,729,812,410,3,2025
114,23,EMP00023,Employee 23,0,0198518387393,employee23@example.com,1,Lecturer,Electrical and Electronic Engineering,3,8,44214,60118,2000464067663,752417118,3445,399,,1543,899,359,899,695,280,194,351,194,666,92,159,433,60,121,50,146,20,4,91,169,60,523,345,45,545,1968,1101,729,812,410,4,2025
115,23,EMP00023,Employee 23,0,0198518387393,employee23@example.com,1,Lecturer,Electrical and Electronic Engineering,3,8,44214,60118,2000464067663,752417118,3445,399,,1543,899,359,899,695,280,194,351,194,666,92,159,433,60,121,50,146,20,4,91,169,60,523,345,45,545,1968,1101,729,812,410,5,2025
116,24,EMP00024,Employee 24,0,0198649327992,employee24@example.com,2,Lecturer,Computer Science and Engineering,8,0,49721,33568,2000462997767,517806178,1276,179,,718,302,638,55,725,525,473,27,470,2125,215,385,364,153,13,186,55,114,6,2,110,22,2797,362,238,1531,1297,1529,805,738,370,1,2025
117,24,EMP00024,Employee 24,0,0198649327992,employee24@example.com,2,Lecturer,Computer Science and Engineering,8,0,49721,33568,2000462997767,517806178,1276,179,,718,302,638,55,725,525,473,27,470,2125,215,385,364,153,13,186,55,114,6,2,110,22,2797,362,238,1531,1297,1529,805,738,370,2,2025
118,24,EMP00024,Employee 24,0,0198649327992,employee24@example.com,2,Lecturer,Computer Science and Engineering,8,0,49721,33568,2000462997767,517806178,1276,179,,718,302,638,55,725,525,473,27,470,2125,215,385,364,153,13,186,55,114,6,2,110,22,2797,362,238,1531,1297,1529,805,738,370,3,2025
119,24,EMP00024,Employee 24,0,0198649327992,employee24@example.com,2,Lecturer,Computer Science and Engineering,8,0,49721,33568,2000462997767,517806178,1276,179,,718,302,638,55,725,525,473,27,470,2125,215,385,364,153,13,186,55,114,6,2,110,22,2797,362,238,1531,1297,1529,805,738,370,4,2025
120,24,EMP00024,Employee 24,0,0198649327992,employee24@example.com,2,Lecturer,Computer Science and Engineering,8,0,49721,33568,2000462997767,517806178,1276,179,,718,302,638,55,725,525,473,27,470,2125,215,385,364,153,13,186,55,114,6,2,110,22,2797,362,238,1531,1297,1529,805,738,370,5,2025
121,25,EMP00025,Employee 25,0,0198646681316,employee25@example.com,2,Assistant Professor,Mechanical Engineering,10,6,71128,70448,2000483129685,432848601,125,299,,536,2192,524,211,24,579,393,66,232,2156,145,110,227,110,33,110,7,167,235,82,41,40,2660,5,179,1305,1343,1761,442,951,314,1,2025
122,25,EMP00025,Employee 25,0,0198646681316,employee25@example.com,2,Assistant Professor,Mechanical Engineering,10,6,71128,70448,2000483129685,432848601,125,299,,536,2192,524,211,24,579,393,66,232,2156,145,110,227,110,33,110,7,167,235,82,41,40,2660,5,179,1305,1343,1761,442,951,314,2,2025
123,25,EMP00025,Employee 25,0,0198646681316,employee25@example.com,2,Assistant Professor,Mechanical Engineering,10,6,71128,70448,2000483129685,432848601,125,299,,536,2192,524,211,24,579,393,66,232,2156,145,110,227,110,33,110,7,167,235,82,41,40,2660,5,179,1305,1343,1761,442,951,314,3,2025
124,25,EMP00025,Employee 25,0,0198646681316,employee25@example.com,2,Assistant Professor,Mechanical Engineering,10,6,71128,70448,2000483129685,432848601,125,299,,536,2192,524,211,24,579,393,66,232,2156,145,110,227,110,33,110,7,167,235,82,41,40,2660,5,179,1305,1343,1761,442,951,314,4,2025
125,25,EMP00025,Employee 25,0,0198646681316,employee25@example.com,2,Assistant Professor,Mechanical Engineering,10,6,71128,70448,2000483129685,432848601,125,299,,536,2192,524,211,24,579,393,66,232,2156,145,110,227,110,33,110,7,167,235,82,41,40,2660,5,179,1305,1343,1761,442,951,314,5,2025
126,26,EMP00026,Employee 26,0,0198888950392,employee26@example.com,1,Lecturer,Computer Science and Engineering,5,5,46900,70885,2000595453765,790121219,3421,330,,1469,2397,606,663,822,136,758,386,242,2590,39,228,35,407,5,65,74,3,133,117,93,50,4289,334,202,1415,1049,1458,172,299,132,1,2025
127,26,EMP00026,Employee 26,0,0198888950392,employee26@example.com,1,Lecturer,Computer Science and Engineering,5,5,46900,70885,2000595453765,790121219,3421,330,,1469,2397,606,663,822,136,758,386,242,2590,39,228,35,407,5,65,74,3,133,117,93,50,4289,334,202,1415,1049,1458,172,299,132,2,2025
128,26,EMP00026,Employee 26,0,0198888950392,employee26@example.com,1,Lecturer,Computer Science and Engineering,5,5,46900,70885,2000595453765,790121219,3421,330,,1469,2397,606,663,822,136,758,386,242,2590,39,228,35,407,5,65,74,3,133,117,93,50,4289,334,202,1415,1049,1458,172,299,132,3,2025
129,26,EMP00026,Employee 26,0,0198888950392,employee26@example.com,1,Lecturer,Computer Science and Engineering,5,5,46900,70885,2000595453765,790121219,3421,330,,1469,2397,606,663,822,136,758,386,242,2590,39,228,35,407,5,65,74,3,133,117,93,50,4289,334,202,1415,1049,1458,172,299,132,4,2025
130,26,EMP00026,Employee 26,0,0198888950392,employee26@example.com,1,Lecturer,Computer Science and Engineering,5,5,46900,70885,2000595453765,790121219,3421,330,,1469,2397,606,663,822,136,758,386,242,2590,39,228,35,407,5,65,74,3,133,117,93,50,4289,334,202,1415,1049,1458,172,299,132,5,2025
131,27,EMP00027,Employee 27,1,0198853493778,employee27@example.com,2,Lecturer,Electrical and Electronic Engineering,1,3,56976,59051,2000593220398,990046464,4749,319,,1573,1828,893,138,510,867,844,490,258,901,689,9,260,406,137,171,129,12,167,129,83,64,1342,100,328,784,776,1994,910,919,37,1,2025
132,27,EMP00027,Employee 27,1,0198853493778,employee27@example.com,2,Lecturer,Electrical and Electronic Engineering,1,3,56976,59051,2000593220398,990046464,4749,319,,1573,1828,893,138,510,867,844,490,258,901,689,9,260,406,137,171,129,12,167,129,83,64,1342,100,328,784,776,1994,910,919,37,2,2025
133,27,EMP00027,Employee 27,1,0198853493778,employee27@example.com,2,Lecturer,Electrical and Electronic Engineering,1,3,56976,59051,2000593220398,990046464,4749,319,,1573,1828,893,138,510,867,844,490,258,901,689,9,260,406,137,171,129,12,167,129,83,64,1342,100,328,784,776,1994,910,919,37,3,2025
134,27,EMP00027,Employee 27,1,0198853493778,employee27@example.com,2,Lecturer,Electrical and Electronic Engineering,1,3,56976,59051,2000593220398,990046464,4749,319,,1573,1828,893,138,510,867,844,490,258,901,689,9,260,406,137,171,129,12,167,129,83,64,1342,100,328,784,776,1994,910,919,37,4,2025
135,27,EMP00027,Employee 27,1,0198853493778,employee27@example.com,2,Lecturer,Electrical and Electronic Engineering,1,3,56976,59051,2000593220398,990046464,4749,319,,1573,1828,893,138,510,867,844,490,258,901,689,9,260,406,137,171,129,12,167,129,83,64,1342,100,328,784,776,1994,910,919,37,5,2025
136,28,EMP00028,Employee 28,1,0198558269790,employee28@example.com,1,Professor,Mechanical Engineering,5,1,21908,28567,2000908916104,980476065,2635,482,,1570,2560,295,319,917,571,831,348,327,872,228,269,315,285,34,164,4,82,77,61,131,88,1065,88,401,295,1863,1318,615,525,287,1,2025
137,28,EMP00028,Employee 28,1,0198558269790,employee28@example.com,1,Professor,Mechanical Engineering,5,1,21908,28567,2000908916104,980476065,2635,482,,1570,2560,295,319,917,571,831,348,327,872,228,269,315,285,34,164,4,82,77,61,131,88,1065,88,401,295,1863,1318,615,525,287,2,2025
138,28,EMP00028,Employee 28,1,0198558269790,employee28@example.com,1,Professor,Mechanical Engineering,5,1,21908,28567,2000908916104,980476065,2635,482,,1570,2560,295,319,917,571,831,348,327,872,228,269,315,285,34,164,4,82,77,61,131,88,1065,88,401,295,1863,1318,615,525,287,3,2025
139,28,EMP00028,Employee 28,1,0198558269790,employee28@example.com,1,Professor,Mechanical Engineering,5,1,21908,28567,2000908916104,980476065,2635,482,,1570,2560,295,319,917,571,831,348,327,872,228,269,315,285,34,164,4,82,77,61,131,88,1065,88,401,295,1863,1318,615,525,287,4,2025
140,28,EMP00028,Employee 28,1,0198558269790,employee28@example.com,1,Professor,Mechanical Engineering,5,1,21908,28567,2000908916104,980476065,2635,482,,1570,2560,295,319,917,571,831,348,327,872,228,269,315,285,34,164,4,82,77,61,131,88,1065,88,401,295,1863,1318,615,525,287,5,2025
141,29,EMP00029,Employee 29,1,0198270858336,employee29@example.com,1,Assistant Professor,Mechanical Engineering,1,8,22192,54016,2000707661038,675058422,4033,461,,820,2151,946,38,946,197,645,66,390,1202,967,41,447,499,14,110,156,32,230,156,37,56,1120,484,410,950,288,1277,195,597,321,1,2025
142,29,EMP00029,Employee 29,1,0198270858336,employee29@example.com,1,Assistant Professor,Mechanical Engineering,1,8,22192,54016,2000707661038,675058422,4033,461,,820,2151,946,38,946,197,645,66,390,1202,967,41,447,499,14,110,156,32,230,156,37,56,1120,484,410,950,288,1277,195,597,321,2,2025
143,29,EMP00029,Employee 29,1,0198270858336,employee29@example.com,1,Assistant Professor,Mechanical Engineering,1,8,22192,54016,2000707661038,675058422,4033,461,,820,2151,946,38,946,197,645,66,390,1202,967,41,447,499,14,110,156,32,230,156,37,56,1120,484,410,950,288,1277,195,597,321,3,2025
144,29,EMP00029,Employee 29,1,0198270858336,employee29@example.com,1,Assistant Professor,Mechanical Engineering,1,8,22192,54016,2000707661038,675058422,4033,461,,820,2151,946,38,946,197,645,66,390,1202,967,41,447,499,14,110,156,32,230,156,37,56,1120,484,410,950,288,1277,195,597,321,4,2025
145,29,EMP00029,Employee 29,1,0198270858336,employee29@example.com,1,Assistant Professor,Mechanical Engineering,1,8,22192,54016,2000707661038,675058422,4033,461,,820,2151,946,38,946,197,645,66,390,1202,967,41,447,499,14,110,156,32,230,156,37,56,1120,484,410,950,288,1277,195,597,321,5,2025
146,30,EMP00030,Employee 30,0,0198119908425,employee30@example.com,1,Assistant Professor,Electrical and Electronic Engineering,6,5,75180,43710,2000653284398,514259427,3228,135,,1284,2094,323,843,684,129,410,94,114,2802,931,291,281,298,26,68,147,10,253,37,133,71,814,345,301,362,395,217,140,615,445,1,2025
147,30,EMP00030,Employee 30,0,0198119908425,employee30@example.com,1,Assistant Professor,Electrical and Electronic Engineering,6,5,75180,43710,2000653284398,514259427,3228,135,,1284,2094,323,843,684,129,410,94,114,2802,931,291,281,298,26,68,147,10,253,37,133,71,814,345,301,362,395,217,140,615,445,2,2025
148,30,EMP00030,Employee 30,0,0198119908425,employee30@example.com,1,Assistant Professor,Electrical and Electronic Engineering,6,5,75180,43710,2000653284398,514259427,3228,135,,1284,2094,323,843,684,129,410,94,114,2802,931,291,281,298,26,68,147,10,253,37,133,71,814,345,301,362,395,217,140,615,445,3,2025
149,30,EMP00030,Employee 30,0,0198119908425,employee30@example.com,1,Assistant Professor,Electrical and Electronic Engineering,6,5,75180,43710,2000653284398,514259427,3228,135,,1284,2094,323,843,684,129,410,94,114,2802,931,291,281,298,26,68,147,10,253,37,133,71,814,345,301,362,395,217,140,615,445,4,2025
150,30,EMP00030,Employee 30,0,0198119908425,employee30@example.com,1,Assistant Professor,Electrical and Electronic Engineering,6,5,75180,43710,2000653284398,514259427,3228,135,,1284,2094,323,843,684,129,410,94,114,2802,931,291,281,298,26,68,147,10,253,37,133,71,814,345,301,362,395,217,140,615,445,5,2025
151,31,EMP00031,Employee 31,0,0198177782638,employee31@example.com,2,Assistant Professor,Electrical and Electronic Engineering,4,3,73028,58727,2000750117246,755150185,3056,91,,1822,1928,50,28,461,295,296,213,266,1430,768,301,100,404,89,109,163,181,0,54,148,46,1332,136,201,1459,312,116,665,936,290,1,2025
152,31,EMP00031,Employee 31,0,0198177782638,employee31@example.com,2,Assistant Professor,Electrical and Electronic Engineering,4,3,73028,58727,2000750117246,755150185,3056,91,,1822,1928,50,28,461,295,296,213,266,1430,768,301,100,404,89,109,163,181,0,54,148,46,1332,136,201,1459,312,116,665,936,290,2,2025
153,31,EMP00031,Employee 31,0,0198177782638,employee31@example.com,2,Assistant Professor,Electrical and Electronic Engineering,4,3,73028,58727,2000750117246,755150185,3056,91,,1822,1928,50,28,461,295,296,213,266,1430,768,301,100,404,89,109,163,181,0,54,148,46,1332,136,201,1459,312,116,665,936,290,3,2025
154,31,EMP00031,Employee 31,0,0198177782638,employee31@example.com,2,Assistant Professor,Electrical and Electronic Engineering,4,3,73028,58727,2000750117246,755150185,3056,91,,1822,1928,50,28,461,295,296,213,266,1430,768,301,100,404,89,109,163,181,0,54,148,46,1332,136,201,1459,312,116,665,936,290,4,2025
155,31,EMP00031,Employee 31,0,0198177782638,employee31@example.com,2,Assistant Professor,Electrical and Electronic Engineering,4,3,73028,58727,2000750117246,755150185,3056,91,,1822,1928,50,28,461,295,296,213,266,1430,768,301,100,404,89,109,163,181,0,54,148,46,1332,136,201,1459,312,116,665,936,290,5,2025
156,32,EMP00032,Employee 32,1,0198829524298,employee32@example.com,2,Assistant Professor,Mechanical Engineering,2,6,28666,77761,2000823507546,968519440,954,363,,762,1202,181,663,24,966,179,197,343,1184,176,284,62,490,149,153,155,113,48,83,176,19,3701,341,475,1086,1724,1383,560,326,256,1,2025
157,32,EMP00032,Employee 32,1,0198829524298,employee32@example.com,2,Assistant Professor,Mechanical Engineering,2,6,28666,77761,2000823507546,968519440,954,363,,762,1202,181,663,24,966,179,197,343,1184,176,284,62,490,149,153,155,113,48,83,176,19,3701,341,475,1086,1724,1383,560,326,256,2,2025
158,32,EMP00032,Employee 32,1,0198829524298,employee32@example.com,2,Assistant Professor,Mechanical Engineering,2,6,28666,77761,2000823507546,968519440,954,363,,762,1202,181,663,24,966,179,197,343,1184,176,284,62,490,149,153,155,113,48,83,176,19,3701,341,475,1086,1724,1383,560,326,256,3,2025
159,32,EMP00032,Employee 32,1,0198829524298,employee32@example.com,2,Assistant Professor,Mechanical Engineering,2,6,28666,77761,2000823507546,968519440,954,363,,762,1202,181,663,24,966,179,197,343,1184,176,284,62,490,149,153,155,113,48,83,176,19,3701,341,475,1086,1724,1383,560,326,256,4,2025
160,32,EMP00032,Employee 32,1,0198829524298,employee32@example.com,2,Assistant Professor,Mechanical Engineering,2,6,28666,77761,2000823507546,968519440,954,363,,762,1202,181,663,24,966,179,197,343,1184,176,284,62,490,149,153,155,113,48,83,176,19,3701,341,475,1086,1724,1383,560,326,256,5,2025
161,33,EMP00033,Employee 33,1,0198859302578,employee33@example.com,1,Assistant Professor,Civil Engineering,8,2,47965,22079,2000918997532,636767792,4524,476,,285,2065,768,589,370,174,193,475,112,2161,221,165,434,318,131,128,7,156,54,130,287,9,1481,466,365,161,1403,86,54,475,287,1,2025
162,33,EMP00033,Employee 33,1,0198859302578,employee33@example.com,1,Assistant Professor,Civil Engineering,8,2,47965,22079,2000918997532,636767792,4524,476,,285,2065,768,589,370,174,193,475,112,2161,221,165,434,318,131,128,7,156,54,130,287,9,1481,466,365,161,1403,86,54,475,287,2,2025
163,33,EMP00033,Employee 33,1,0198859302578,employee33@example.com,1,Assistant Professor,Civil Engineering,8,2,47965,22079,2000918997532,636767792,4524,476,,285,2065,768,589,370,174,193,475,112,2161,221,165,434,318,131,128,7,156,54,130,287,9,1481,466,365,161,1403,86,54,475,287,3,2025
164,33,EMP00033,Employee 33,1,0198859302578,employee33@example.com,1,Assistant Professor,Civil Engineering,8,2,47965,22079,2000918997532,636767792,4524,476,,285,2065,768,589,370,174,193,475,112,2161,221,165,434,318,131,128,7,156,54,130,287,9,1481,466,365,161,1403,86,54,475,287,4,2025
165,33,EMP00033,Employee 33,1,0198859302578,employee33@example.com,1,Assistant Professor,Civil Engineering,8,2,47965,22079,2000918997532,636767792,4524,476,,285,2065,768,589,370,174,193,475,112,2161,221,165,434,318,131,128,7,156,54,130,287,9,1481,466,365,161,1403,86,54,475,287,5,2025
166,34,EMP00034,Employee 34,0,0198778538247,employee34@example.com,1,Professor,Electrical and Electronic Engineering,9,6,75106,67063,2000942299350,838273722,327,53,,760,2626,50,608,603,263,417,290,95,1111,77,287,119,301,143,195,164,181,222,6,262,32,2198,84,146,1647,1404,914,547,284,187,1,2025
167,34,EMP00034,Employee 34,0,0198778538247,employee34@example.com,1,Professor,Electrical and Electronic Engineering,9,6,75106,67063,2000942299350,838273722,327,53,,760,2626,50,608,603,263,417,290,95,1111,77,287,119,301,143,195,164,181,222,6,262,32,2198,84,146,1647,1404,914,547,284,187,2,2025
168,34,EMP00034,Employee 34,0,0198778538247,employee34@example.com,1,Professor,Electrical and Electronic Engineering,9,6,75106,67063,2000942299350,838273722,327,53,,760,2626,50,608,603,263,417,290,95,1111,77,287,119,301,143,195,164,181,222,6,262,32,2198,84,146,1647,1404,914,547,284,187,3,2025
169,34,EMP00034,Employee 34,0,0198778538247,employee34@example.com,1,Professor,Electrical and Electronic Engineering,9,6,75106,67063,2000942299350,838273722,327,53,,760,2626,50,608,603,263,417,290,95,1111,77,287,119,301,143,195,164,181,222,6,262,32,2198,84,146,1647,1404,914,547,284,187,4,2025
170,34,EMP00034,Employee 34,0,0198778538247,employee34@example.com,1,Professor,Electrical and Electronic Engineering,9,6,75106,67063,2000942299350,838273722,327,53,,760,2626,50,608,603,263,417,290,95,1111,77,287,119,301,143,195,164,181,222,6,262,32,2198,84,146,1647,1404,914,547,284,187,5,2025
171,35,EMP00035,Employee 35,0,0198389667886,employee35@example.com,1,Lecturer,Electrical and Electronic Engineering,4,9,35358,54177,2000585585602,487813846,3190,395,,1555,2308,804,933,255,733,904,225,52,2987,866,499,341,363,23,80,157,119,58,214,127,95,2768,369,114,1232,525,520,551,961,236,1,2025
172,35,EMP00035,Employee 35,0,0198389667886,employee35@example.com,1,Lecturer,Electrical and Electronic Engineering,4,9,35358,54177,2000585585602,487813846,3190,395,,1555,2308,804,933,255,733,904,225,52,2987,866,499,341,363,23,80,157,119,58,214,127,95,2768,369,114,1232,525,520,551,961,236,2,2025
173,35,EMP00035,Employee 35,0,0198389667886,employee35@example.com,1,Lecturer,Electrical and Electronic Engineering,4,9,35358,54177,2000585585602,487813846,3190,395,,1555,2308,804,933,255,733,904,225,52,2987,866,499,341,363,23,80,157,119,58,214,127,95,2768,369,114,1232,525,520,551,961,236,3,2025
174,35,EMP00035,Employee 35,0,0198389667886,employee35@example.com,1,Lecturer,Electrical and Electronic Engineering,4,9,35358,54177,2000585585602,487813846,3190,395,,1555,2308,804,933,255,733,904,225,52,2987,866,499,341,363,23,80,157,119,58,214,127,95,2768,369,114,1232,525,520,551,961,236,4,2025
175,35,EMP00035,Employee 35,0,0198389667886,employee35@example.com,1,Lecturer,Electrical and Electronic Engineering,4,9,35358,54177,2000585585602,487813846,3190,395,,1555,2308,804,933,255,733,904,225,52,2987,866,499,341,363,23,80,157,119,58,214,127,95,2768,369,114,1232,525,520,551,961,236,5,2025
176,36,EMP00036,Employee 36,0,0198698529781,employee36@example.com,2,Professor,Computer Science and Engineering,4,9,61401,79420,2000837356908,921291617,3798,292,,74,2885,145,127,852,41,355,40,421,2081,16,164,152,485,121,75,86,116,26,286,133,90,4263,97,267,1772,820,454,905,684,400,1,2025
177,36,EMP00036,Employee 36,0,0198698529781,employee36@example.com,2,Professor,Computer Science and Engineering,4,9,61401,79420,2000837356908,921291617,3798,292,,74,2885,145,127,852,41,355,40,421,2081,16,164,152,485,121,75,86,116,26,286,133,90,4263,97,267,1772,820,454,905,684,400,2,2025
178,36,EMP00036,Employee 36,0,0198698529781,employee36@example.com,2,Professor,Computer Science and Engineering,4,9,61401,79420,2000837356908,921291617,3798,292,,74,2885,145,127,852,41,355,40,421,2081,16,164,152,485,121,75,86,116,26,286,133,90,4263,97,267,1772,820,454,905,684,400,3,2025
179,36,EMP00036,Employee 36,0,0198698529781,employee36@example.com,2,Professor,Computer Science and Engineering,4,9,61401,79420,2000837356908,921291617,3798,292,,74,2885,145,127,852,41,355,40,421,2081,16,164,152,485,121,75,86,116,26,286,133,90,4263,97,267,1772,820,454,905,684,400,4,2025
180,36,EMP00036,Employee 36,0,0198698529781,employee36@example.com,2,Professor,Computer Science and Engineering,4,9,61401,79420,2000837356908,921291617,3798,292,,74,2885,145,127,852,41,355,40,421,2081,16,164,152,485,121,75,86,116,26,286,133,90,4263,97,267,1772,820,454,905,684,400,5,2025
181,37,EMP00037,Employee 37,1,0198189813693,employee37@example.com,2,Assistant Professor,Electrical and Electronic Engineering,2,5,70538,39250,2000487994292,543034915,4889,28,,148,1319,10,511,675,112,186,294,231,1250,309,97,54,110,151,149,68,55,288,249,35,19,1762,243,490,1872,957,1530,364,481,200,1,2025
182,37,EMP00037,Employee 37,1,0198189813693,employee37@example.com,2,Assistant Professor,Electrical and Electronic Engineering,2,5,70538,39250,2000487994292,543034915,4889,28,,148,1319,10,511,675,112,186,294,231,1250,309,97,54,110,151,149,68,55,288,249,35,19,1762,243,490,1872,957,1530,364,481,200,2,2025
